"Date" "Time" "Price" "Volume"
"2024-01-31" "09:30:00" 100.27 23655
"2024-01-31" "09:31:00" 98.82 21669
"2024-01-31" "09:32:00" 99.09 20728
"2024-01-31" "09:33:00" 99.42 20891
"2024-01-31" "09:34:00" 99.34 21429
"2024-01-31" "09:35:00" 101.19 21965
"2024-01-31" "09:36:00" 102.57 23500
"2024-01-31" "09:37:00" 101.1 22133
"2024-01-31" "09:38:00" 101.58 22076
"2024-01-31" "09:39:00" 100.86 21487
"2024-01-31" "09:40:00" 99.96 20942
"2024-01-31" "09:41:00" 99.69 19327
"2024-01-31" "09:42:00" 98.6 20344
"2024-01-31" "09:43:00" 97.42 23181
"2024-01-31" "09:44:00" 95.74 23661
"2024-01-31" "09:45:00" 95.77 21597
"2024-01-31" "09:46:00" 96.23 22702
"2024-01-31" "09:47:00" 96.82 22170
"2024-01-31" "09:48:00" 99.29 22085
"2024-01-31" "09:49:00" 98.69 20417
"2024-01-31" "09:50:00" 100.95 21336
"2024-01-31" "09:51:00" 101.49 21159
"2024-01-31" "09:52:00" 100.34 22151
"2024-01-31" "09:53:00" 101.14 20762
"2024-01-31" "09:54:00" 102.06 20409
"2024-01-31" "09:55:00" 103.67 20849
"2024-01-31" "09:56:00" 102.45 22268
"2024-01-31" "09:57:00" 103.94 22555
"2024-01-31" "09:58:00" 103.93 20330
"2024-01-31" "09:59:00" 102.8 20883
"2024-01-31" "10:00:00" 102.03 20859
"2024-01-31" "10:01:00" 101.84 21420
"2024-01-31" "10:02:00" 102.49 22761
"2024-01-31" "10:03:00" 102.04 20591
"2024-01-31" "10:04:00" 102.62 20833
"2024-01-31" "10:05:00" 102.29 20782
"2024-01-31" "10:06:00" 104.28 20756
"2024-01-31" "10:07:00" 105.38 20938
"2024-01-31" "10:08:00" 106.1 19864
"2024-01-31" "10:09:00" 105.01 19774
"2024-01-31" "10:10:00" 103.95 20454
"2024-01-31" "10:11:00" 103.3 21335
"2024-01-31" "10:12:00" 102.56 20817
"2024-01-31" "10:13:00" 102.4 20600
"2024-01-31" "10:14:00" 103.01 19374
"2024-01-31" "10:15:00" 104.04 18553
"2024-01-31" "10:16:00" 104.55 18226
"2024-01-31" "10:17:00" 103.48 20069
"2024-01-31" "10:18:00" 104.48 20624
"2024-01-31" "10:19:00" 105.55 21924
"2024-01-31" "10:20:00" 103.77 22140
"2024-01-31" "10:21:00" 102.57 21882
"2024-01-31" "10:22:00" 101.42 22040
"2024-01-31" "10:23:00" 101.66 21815
"2024-01-31" "10:24:00" 100.02 20993
"2024-01-31" "10:25:00" 99.38 21178
"2024-01-31" "10:26:00" 99.08 21990
"2024-01-31" "10:27:00" 99.15 22997
"2024-01-31" "10:28:00" 99.15 21807
"2024-01-31" "10:29:00" 100.48 20777
"2024-01-31" "10:30:00" 100.22 19990
"2024-01-31" "10:31:00" 101.8 19117
"2024-01-31" "10:32:00" 102.59 19916
"2024-01-31" "10:33:00" 104.08 21791
"2024-01-31" "10:34:00" 105.02 22357
"2024-01-31" "10:35:00" 105.37 21370
"2024-01-31" "10:36:00" 104.1 19848
"2024-01-31" "10:37:00" 103.71 20428
"2024-01-31" "10:38:00" 102.47 20969
"2024-01-31" "10:39:00" 100.61 21089
"2024-01-31" "10:40:00" 100.51 20887
"2024-01-31" "10:41:00" 101.43 20474
"2024-01-31" "10:42:00" 102.83 21055
"2024-01-31" "10:43:00" 103 22255
"2024-01-31" "10:44:00" 103.49 19937
"2024-01-31" "10:45:00" 104.31 22418
"2024-01-31" "10:46:00" 104.28 21863
"2024-01-31" "10:47:00" 103.91 21595
"2024-01-31" "10:48:00" 102.7 19971
"2024-01-31" "10:49:00" 103.22 18650
"2024-01-31" "10:50:00" 102.39 19949
"2024-01-31" "10:51:00" 103.33 19583
"2024-01-31" "10:52:00" 101.7 20178
"2024-01-31" "10:53:00" 101.13 20148
"2024-01-31" "10:54:00" 100.07 20743
"2024-01-31" "10:55:00" 100.33 21741
"2024-01-31" "10:56:00" 100.92 21522
"2024-01-31" "10:57:00" 99.67 19259
"2024-01-31" "10:58:00" 100.22 20718
"2024-01-31" "10:59:00" 101.41 19435
"2024-01-31" "11:00:00" 102.18 20323
"2024-01-31" "11:01:00" 102.55 20424
"2024-01-31" "11:02:00" 99.5 20167
"2024-01-31" "11:03:00" 97.99 19441
"2024-01-31" "11:04:00" 99.04 19667
"2024-01-31" "11:05:00" 99.36 20855
"2024-01-31" "11:06:00" 99.02 20580
"2024-01-31" "11:07:00" 99.35 19218
"2024-01-31" "11:08:00" 100.77 21471
"2024-01-31" "11:09:00" 101 22827
"2024-01-31" "11:10:00" 100.15 20741
"2024-01-31" "11:11:00" 100.26 20205
"2024-01-31" "11:12:00" 100.15 19518
"2024-01-31" "11:13:00" 100.18 20091
"2024-01-31" "11:14:00" 100.55 19462
"2024-01-31" "11:15:00" 100.8 20403
"2024-01-31" "11:16:00" 101.71 20773
"2024-01-31" "11:17:00" 101.24 22577
"2024-01-31" "11:18:00" 100.79 21638
"2024-01-31" "11:19:00" 101.03 20500
"2024-01-31" "11:20:00" 100.3 21868
"2024-01-31" "11:21:00" 99.97 20960
"2024-01-31" "11:22:00" 101.16 19065
"2024-01-31" "11:23:00" 101.99 19317
"2024-01-31" "11:24:00" 103.4 20301
"2024-01-31" "11:25:00" 103.81 20008
"2024-01-31" "11:26:00" 103.99 20482
"2024-01-31" "11:27:00" 102.4 20635
"2024-01-31" "11:28:00" 102.27 20277
"2024-01-31" "11:29:00" 101.19 19796
"2024-01-31" "11:30:00" 100.13 20047
"2024-01-31" "11:31:00" 101.06 20789
"2024-01-31" "11:32:00" 102.27 20337
"2024-01-31" "11:33:00" 102.55 20969
"2024-01-31" "11:34:00" 104.48 20565
"2024-01-31" "11:35:00" 104.47 19788
"2024-01-31" "11:36:00" 104.6 22659
"2024-01-31" "11:37:00" 103.94 20314
"2024-01-31" "11:38:00" 102.19 20611
"2024-01-31" "11:39:00" 101.67 20937
"2024-01-31" "11:40:00" 100.95 21254
"2024-01-31" "11:41:00" 101.48 22097
"2024-01-31" "11:42:00" 100.42 20348
"2024-01-31" "11:43:00" 101.1 20501
"2024-01-31" "11:44:00" 100.43 19829
"2024-01-31" "11:45:00" 100.12 20642
"2024-01-31" "11:46:00" 101.52 19899
"2024-01-31" "11:47:00" 100.34 21041
"2024-01-31" "11:48:00" 99.64 18754
"2024-01-31" "11:49:00" 99.23 18964
"2024-01-31" "11:50:00" 100.13 20347
"2024-01-31" "11:51:00" 100.53 20577
"2024-01-31" "11:52:00" 100.86 19521
"2024-01-31" "11:53:00" 99.64 19653
"2024-01-31" "11:54:00" 100 18388
"2024-01-31" "11:55:00" 99.38 18187
"2024-01-31" "11:56:00" 97.23 20474
"2024-01-31" "11:57:00" 97.41 21610
"2024-01-31" "11:58:00" 97.4 21856
"2024-01-31" "11:59:00" 98.3 19090
"2024-01-31" "12:00:00" 97.36 19136
"2024-01-31" "12:01:00" 99.42 20937
"2024-01-31" "12:02:00" 98.24 20779
"2024-01-31" "12:03:00" 98.23 22677
"2024-01-31" "12:04:00" 97.19 21981
"2024-01-31" "12:05:00" 99.59 21752
"2024-01-31" "12:06:00" 101.03 19463
"2024-01-31" "12:07:00" 100.81 19003
"2024-01-31" "12:08:00" 101.06 18736
"2024-01-31" "12:09:00" 101 19169
"2024-01-31" "12:10:00" 101.24 18988
"2024-01-31" "12:11:00" 101.75 19584
"2024-01-31" "12:12:00" 102.15 19411
"2024-01-31" "12:13:00" 103.16 18967
"2024-01-31" "12:14:00" 103.13 19262
"2024-01-31" "12:15:00" 101.41 17850
"2024-01-31" "12:16:00" 101.11 21353
"2024-01-31" "12:17:00" 103.18 20638
"2024-01-31" "12:18:00" 102.35 20381
"2024-01-31" "12:19:00" 101.07 19635
"2024-01-31" "12:20:00" 99.88 19615
"2024-01-31" "12:21:00" 101.69 20895
"2024-01-31" "12:22:00" 101.19 19006
"2024-01-31" "12:23:00" 99.24 20701
"2024-01-31" "12:24:00" 101.85 18445
"2024-01-31" "12:25:00" 101.85 18019
"2024-01-31" "12:26:00" 102.61 17659
"2024-01-31" "12:27:00" 103.46 17270
"2024-01-31" "12:28:00" 103.6 18959
"2024-01-31" "12:29:00" 103.64 19747
"2024-01-31" "12:30:00" 103.79 20219
"2024-01-31" "12:31:00" 104.09 19761
"2024-01-31" "12:32:00" 103.65 19948
"2024-01-31" "12:33:00" 104.2 20399
"2024-01-31" "12:34:00" 103.07 20533
"2024-01-31" "12:35:00" 102.75 21213
"2024-01-31" "12:36:00" 101.58 19472
"2024-01-31" "12:37:00" 101 18442
"2024-01-31" "12:38:00" 101.13 19029
"2024-01-31" "12:39:00" 99.94 19739
"2024-01-31" "12:40:00" 99.32 20028
"2024-01-31" "12:41:00" 102.89 20777
"2024-01-31" "12:42:00" 102.5 22325
"2024-01-31" "12:43:00" 103.34 21318
"2024-01-31" "12:44:00" 103.03 20439
"2024-01-31" "12:45:00" 102 20605
"2024-01-31" "12:46:00" 103.55 19259
"2024-01-31" "12:47:00" 102.72 19451
"2024-01-31" "12:48:00" 103.89 19594
"2024-01-31" "12:49:00" 102.79 19702
"2024-01-31" "12:50:00" 101.93 19950
"2024-01-31" "12:51:00" 102.03 19840
"2024-01-31" "12:52:00" 101.84 20161
"2024-01-31" "12:53:00" 101.67 18406
"2024-01-31" "12:54:00" 101.06 19398
"2024-01-31" "12:55:00" 100.51 20486
"2024-01-31" "12:56:00" 101.96 20276
"2024-01-31" "12:57:00" 103.71 20495
"2024-01-31" "12:58:00" 102.22 22156
"2024-01-31" "12:59:00" 99.02 20992
"2024-01-31" "13:00:00" 99.96 20100
"2024-01-31" "13:01:00" 99.04 22187
"2024-01-31" "13:02:00" 100.36 21503
"2024-01-31" "13:03:00" 97.82 22140
"2024-01-31" "13:04:00" 98.81 22431
"2024-01-31" "13:05:00" 99.29 20455
"2024-01-31" "13:06:00" 99.73 19341
"2024-01-31" "13:07:00" 100.71 20779
"2024-01-31" "13:08:00" 101.64 20175
"2024-01-31" "13:09:00" 100.2 20970
"2024-01-31" "13:10:00" 99.59 21628
"2024-01-31" "13:11:00" 100.98 21173
"2024-01-31" "13:12:00" 99.27 21027
"2024-01-31" "13:13:00" 99.53 20189
"2024-01-31" "13:14:00" 100.97 19772
"2024-01-31" "13:15:00" 100.72 20429
"2024-01-31" "13:16:00" 100.76 19537
"2024-01-31" "13:17:00" 101.82 22235
"2024-01-31" "13:18:00" 100.38 22650
"2024-01-31" "13:19:00" 100.88 20580
"2024-01-31" "13:20:00" 101.61 20629
"2024-01-31" "13:21:00" 100.74 20327
"2024-01-31" "13:22:00" 100.25 21872
"2024-01-31" "13:23:00" 98.9 22304
"2024-01-31" "13:24:00" 99.46 20986
"2024-01-31" "13:25:00" 100.27 20660
"2024-01-31" "13:26:00" 101.34 20183
"2024-01-31" "13:27:00" 101.36 17454
"2024-01-31" "13:28:00" 101.26 18878
"2024-01-31" "13:29:00" 100.76 19133
"2024-01-31" "13:30:00" 98.69 19165
"2024-01-31" "13:31:00" 98.88 19045
"2024-01-31" "13:32:00" 99.44 20377
