"Date" "Time" "Price" "Volume"
"2024-01-31" "09:30:00" 100.37 21852
"2024-01-31" "09:31:00" 98.27 23400
"2024-01-31" "09:32:00" 97.99 22282
"2024-01-31" "09:33:00" 96.46 20559
"2024-01-31" "09:34:00" 96.08 20621
"2024-01-31" "09:35:00" 96.22 20544
"2024-01-31" "09:36:00" 96.48 19221
"2024-01-31" "09:37:00" 95.88 21584
"2024-01-31" "09:38:00" 96.06 23090
"2024-01-31" "09:39:00" 95.98 21660
"2024-01-31" "09:40:00" 96.02 22411
"2024-01-31" "09:41:00" 97.59 22296
"2024-01-31" "09:42:00" 97.91 19957
"2024-01-31" "09:43:00" 100.27 20523
"2024-01-31" "09:44:00" 101.11 21592
"2024-01-31" "09:45:00" 102.44 21457
"2024-01-31" "09:46:00" 101.53 20040
"2024-01-31" "09:47:00" 101.04 21343
"2024-01-31" "09:48:00" 102.31 22107
"2024-01-31" "09:49:00" 101.71 20752
"2024-01-31" "09:50:00" 103.1 22803
"2024-01-31" "09:51:00" 103.22 21830
"2024-01-31" "09:52:00" 102.99 23326
"2024-01-31" "09:53:00" 102.26 24434
"2024-01-31" "09:54:00" 102.08 23482
"2024-01-31" "09:55:00" 101.97 22505
"2024-01-31" "09:56:00" 100.71 20051
"2024-01-31" "09:57:00" 101.42 18727
"2024-01-31" "09:58:00" 101.22 19339
"2024-01-31" "09:59:00" 101.59 19430
"2024-01-31" "10:00:00" 101.83 19286
"2024-01-31" "10:01:00" 101.9 18568
"2024-01-31" "10:02:00" 101.6 18298
"2024-01-31" "10:03:00" 102.21 20083
"2024-01-31" "10:04:00" 102.89 18879
"2024-01-31" "10:05:00" 101.61 19686
"2024-01-31" "10:06:00" 101.68 20998
"2024-01-31" "10:07:00" 102.35 20123
"2024-01-31" "10:08:00" 101.79 20929
"2024-01-31" "10:09:00" 103 21691
"2024-01-31" "10:10:00" 102.59 19422
"2024-01-31" "10:11:00" 102.71 21322
"2024-01-31" "10:12:00" 102.62 21055
"2024-01-31" "10:13:00" 103.36 20679
"2024-01-31" "10:14:00" 104.61 21832
"2024-01-31" "10:15:00" 105.57 20109
"2024-01-31" "10:16:00" 104.68 21633
"2024-01-31" "10:17:00" 103.28 19545
"2024-01-31" "10:18:00" 102.02 18078
"2024-01-31" "10:19:00" 101.23 18747
"2024-01-31" "10:20:00" 100.62 19860
"2024-01-31" "10:21:00" 99.95 21589
"2024-01-31" "10:22:00" 100.02 22478
"2024-01-31" "10:23:00" 100.8 21512
"2024-01-31" "10:24:00" 101.25 20124
"2024-01-31" "10:25:00" 103.37 18604
"2024-01-31" "10:26:00" 103.46 20029
"2024-01-31" "10:27:00" 101.33 20483
"2024-01-31" "10:28:00" 99.28 21614
"2024-01-31" "10:29:00" 100.54 21605
"2024-01-31" "10:30:00" 100.32 21556
"2024-01-31" "10:31:00" 103.38 20753
"2024-01-31" "10:32:00" 102.81 20035
"2024-01-31" "10:33:00" 103.61 20603
"2024-01-31" "10:34:00" 101.38 21822
"2024-01-31" "10:35:00" 100.09 22112
"2024-01-31" "10:36:00" 99.27 20856
"2024-01-31" "10:37:00" 99.34 22712
"2024-01-31" "10:38:00" 100.47 22227
"2024-01-31" "10:39:00" 100.36 22535
"2024-01-31" "10:40:00" 98.56 21052
"2024-01-31" "10:41:00" 99.57 19341
"2024-01-31" "10:42:00" 98.87 22322
"2024-01-31" "10:43:00" 98.27 22498
"2024-01-31" "10:44:00" 99.2 21000
"2024-01-31" "10:45:00" 99.75 20495
"2024-01-31" "10:46:00" 99.15 21362
"2024-01-31" "10:47:00" 99.65 20233
"2024-01-31" "10:48:00" 100.5 20354
"2024-01-31" "10:49:00" 100.5 20774
"2024-01-31" "10:50:00" 99.98 18447
"2024-01-31" "10:51:00" 99.88 19820
"2024-01-31" "10:52:00" 98.88 20026
"2024-01-31" "10:53:00" 102.79 21161
"2024-01-31" "10:54:00" 101.81 20709
"2024-01-31" "10:55:00" 104.24 20825
"2024-01-31" "10:56:00" 102.79 20718
"2024-01-31" "10:57:00" 102.59 20485
"2024-01-31" "10:58:00" 102.27 20679
"2024-01-31" "10:59:00" 102.28 20808
"2024-01-31" "11:00:00" 102.3 20327
"2024-01-31" "11:01:00" 100.18 19849
"2024-01-31" "11:02:00" 100.59 20093
"2024-01-31" "11:03:00" 100.6 20952
"2024-01-31" "11:04:00" 101.64 21233
"2024-01-31" "11:05:00" 101.84 21403
"2024-01-31" "11:06:00" 100.83 19385
"2024-01-31" "11:07:00" 100.56 21112
"2024-01-31" "11:08:00" 100.44 20607
"2024-01-31" "11:09:00" 100.47 19684
"2024-01-31" "11:10:00" 100.78 19819
"2024-01-31" "11:11:00" 101.56 20614
"2024-01-31" "11:12:00" 102.91 20444
"2024-01-31" "11:13:00" 101.37 20833
"2024-01-31" "11:14:00" 100.11 21901
"2024-01-31" "11:15:00" 100.56 19349
"2024-01-31" "11:16:00" 101.29 19217
"2024-01-31" "11:17:00" 101.94 20036
"2024-01-31" "11:18:00" 101.39 20517
"2024-01-31" "11:19:00" 100.3 20478
"2024-01-31" "11:20:00" 100.16 19532
"2024-01-31" "11:21:00" 100.14 19533
"2024-01-31" "11:22:00" 99.62 21659
"2024-01-31" "11:23:00" 101.69 20625
"2024-01-31" "11:24:00" 99.07 18900
"2024-01-31" "11:25:00" 98.9 19999
"2024-01-31" "11:26:00" 97.37 21869
"2024-01-31" "11:27:00" 97.51 19606
"2024-01-31" "11:28:00" 99.87 20350
"2024-01-31" "11:29:00" 100.5 19183
"2024-01-31" "11:30:00" 101.61 18456
"2024-01-31" "11:31:00" 101.54 16398
"2024-01-31" "11:32:00" 100.6 17334
"2024-01-31" "11:33:00" 99.99 19661
"2024-01-31" "11:34:00" 99.74 18933
"2024-01-31" "11:35:00" 101.15 20032
"2024-01-31" "11:36:00" 101.09 20361
"2024-01-31" "11:37:00" 99.66 16654
"2024-01-31" "11:38:00" 100.08 20172
"2024-01-31" "11:39:00" 99.92 20239
"2024-01-31" "11:40:00" 101.81 18141
"2024-01-31" "11:41:00" 102.25 20044
"2024-01-31" "11:42:00" 100.69 18344
"2024-01-31" "11:43:00" 99.66 19406
"2024-01-31" "11:44:00" 99.54 20162
"2024-01-31" "11:45:00" 98.84 19003
"2024-01-31" "11:46:00" 99.15 19892
"2024-01-31" "11:47:00" 99.38 21016
"2024-01-31" "11:48:00" 100.27 19880
"2024-01-31" "11:49:00" 99.3 19738
"2024-01-31" "11:50:00" 100.48 20821
"2024-01-31" "11:51:00" 100.91 19277
"2024-01-31" "11:52:00" 100.23 19229
"2024-01-31" "11:53:00" 99.84 19300
"2024-01-31" "11:54:00" 98.24 18821
"2024-01-31" "11:55:00" 98.58 19304
"2024-01-31" "11:56:00" 98.1 17899
"2024-01-31" "11:57:00" 98.48 17484
"2024-01-31" "11:58:00" 98.2 19828
"2024-01-31" "11:59:00" 96.38 20753
"2024-01-31" "12:00:00" 97.75 19908
"2024-01-31" "12:01:00" 98.36 22022
"2024-01-31" "12:02:00" 98.66 22112
"2024-01-31" "12:03:00" 100.09 22611
"2024-01-31" "12:04:00" 101.12 20766
"2024-01-31" "12:05:00" 100.48 20507
"2024-01-31" "12:06:00" 99.87 19526
"2024-01-31" "12:07:00" 98.29 21996
"2024-01-31" "12:08:00" 98.18 20843
"2024-01-31" "12:09:00" 100.1 21139
"2024-01-31" "12:10:00" 100.34 20435
"2024-01-31" "12:11:00" 98.74 20515
"2024-01-31" "12:12:00" 98.35 20426
"2024-01-31" "12:13:00" 99.18 18793
"2024-01-31" "12:14:00" 97.16 19650
"2024-01-31" "12:15:00" 99.24 18302
"2024-01-31" "12:16:00" 99.73 20506
