"Date" "Time" "Price" "Volume"
"2024-01-31" "09:30:00" 101.66 21613
"2024-01-31" "09:31:00" 100.59 21390
"2024-01-31" "09:32:00" 100.61 21585
"2024-01-31" "09:33:00" 100.71 21593
"2024-01-31" "09:34:00" 101.18 21990
"2024-01-31" "09:35:00" 101.77 22685
"2024-01-31" "09:36:00" 101.91 22179
"2024-01-31" "09:37:00" 102.83 20498
"2024-01-31" "09:38:00" 103.32 20481
"2024-01-31" "09:39:00" 104.14 20917
"2024-01-31" "09:40:00" 104.98 22572
"2024-01-31" "09:41:00" 105.19 21858
"2024-01-31" "09:42:00" 105.1 21583
"2024-01-31" "09:43:00" 103.67 21174
"2024-01-31" "09:44:00" 102.69 21331
"2024-01-31" "09:45:00" 101.55 20012
"2024-01-31" "09:46:00" 99.76 22672
"2024-01-31" "09:47:00" 98.45 22227
"2024-01-31" "09:48:00" 97.72 22300
"2024-01-31" "09:49:00" 97.39 23484
"2024-01-31" "09:50:00" 97.59 22239
"2024-01-31" "09:51:00" 100.25 21803
"2024-01-31" "09:52:00" 100.57 21610
"2024-01-31" "09:53:00" 100.52 23858
"2024-01-31" "09:54:00" 100.49 22544
"2024-01-31" "09:55:00" 100.05 22144
"2024-01-31" "09:56:00" 99.25 21500
"2024-01-31" "09:57:00" 99.02 22283
"2024-01-31" "09:58:00" 98.77 23231
"2024-01-31" "09:59:00" 98.59 20722
"2024-01-31" "10:00:00" 96.94 21194
"2024-01-31" "10:01:00" 97.84 19747
"2024-01-31" "10:02:00" 99.69 21517
"2024-01-31" "10:03:00" 99.07 22642
"2024-01-31" "10:04:00" 99.79 21917
"2024-01-31" "10:05:00" 100.04 21171
"2024-01-31" "10:06:00" 100.89 22486
"2024-01-31" "10:07:00" 100.22 20734
"2024-01-31" "10:08:00" 101.32 20132
"2024-01-31" "10:09:00" 99.65 22160
"2024-01-31" "10:10:00" 99.24 22564
"2024-01-31" "10:11:00" 99.17 21403
"2024-01-31" "10:12:00" 99.77 21066
"2024-01-31" "10:13:00" 100.38 20507
"2024-01-31" "10:14:00" 100.26 20123
"2024-01-31" "10:15:00" 99.06 21614
"2024-01-31" "10:16:00" 99.47 20575
"2024-01-31" "10:17:00" 97.92 18826
"2024-01-31" "10:18:00" 99.12 19030
"2024-01-31" "10:19:00" 100.23 19470
"2024-01-31" "10:20:00" 101.04 19028
"2024-01-31" "10:21:00" 101.06 18198
"2024-01-31" "10:22:00" 100.53 19196
"2024-01-31" "10:23:00" 100.93 22206
"2024-01-31" "10:24:00" 101.49 23001
"2024-01-31" "10:25:00" 101.95 22541
"2024-01-31" "10:26:00" 100.86 20659
"2024-01-31" "10:27:00" 102.32 19850
"2024-01-31" "10:28:00" 100.85 20136
"2024-01-31" "10:29:00" 101.87 21602
"2024-01-31" "10:30:00" 102.66 21802
"2024-01-31" "10:31:00" 102.7 19160
"2024-01-31" "10:32:00" 100.88 20886
"2024-01-31" "10:33:00" 102.36 21708
"2024-01-31" "10:34:00" 102.81 21218
"2024-01-31" "10:35:00" 102.35 20329
"2024-01-31" "10:36:00" 102.85 18729
"2024-01-31" "10:37:00" 104.09 20044
"2024-01-31" "10:38:00" 104.19 18160
"2024-01-31" "10:39:00" 103.81 20199
"2024-01-31" "10:40:00" 101.96 20623
"2024-01-31" "10:41:00" 102.78 20034
"2024-01-31" "10:42:00" 101.91 19822
"2024-01-31" "10:43:00" 102.53 20606
"2024-01-31" "10:44:00" 103.14 20689
"2024-01-31" "10:45:00" 103.2 21929
"2024-01-31" "10:46:00" 104.01 21363
"2024-01-31" "10:47:00" 102.85 20873
"2024-01-31" "10:48:00" 103.01 20175
"2024-01-31" "10:49:00" 103.63 19151
"2024-01-31" "10:50:00" 103.54 19211
"2024-01-31" "10:51:00" 104.19 19756
"2024-01-31" "10:52:00" 102.31 19747
"2024-01-31" "10:53:00" 101.2 19597
"2024-01-31" "10:54:00" 101.25 21677
"2024-01-31" "10:55:00" 101.33 22671
"2024-01-31" "10:56:00" 101.68 22324
"2024-01-31" "10:57:00" 101.44 21379
"2024-01-31" "10:58:00" 100.41 20225
"2024-01-31" "10:59:00" 100.85 19349
"2024-01-31" "11:00:00" 101.11 19643
"2024-01-31" "11:01:00" 99.9 18639
"2024-01-31" "11:02:00" 99.55 19547
